Company,Frequency,Fiscal,Period Ending,Revenue,Currency,Fiscal_period
EGRX,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
ELTP,annual,TTM,"Sep '24 Sep 30, 2024","71,171,275",Financials in USD,Fiscal year is April - March
ELTP,annual,FY 2024,"Mar '24 Mar 31, 2024","56,625,128",Financials in USD,Fiscal year is April - March
ELTP,annual,FY 2023,"Mar '23 Mar 31, 2023","34,155,114",Financials in USD,Fiscal year is April - March
ELTP,annual,FY 2022,"Mar '22 Mar 31, 2022","32,262,117",Financials in USD,Fiscal year is April - March
ELTP,annual,FY 2021,"Mar '21 Mar 31, 2021","25,380,749",Financials in USD,Fiscal year is April - March
ELTP,annual,FY 2020,"Mar '20 Mar 31, 2020","17,994,639",Financials in USD,Fiscal year is April - March
ELTP,annual,2019 - 2015,2019 - 2015,Upgrade,Financials in USD,Fiscal year is April - March
ELTP,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is April - March
ELTP,annual,Fiscal_Year_period,,Fiscal year is April - March,Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q2 2025,"Sep '24 Sep 30, 2024","18,880,345",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q1 2025,"Jun '24 Jun 30, 2024","18,803,063",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q4 2024,"Mar '24 Mar 31, 2024","17,949,067",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q3 2024,"Dec '23 Dec 31, 2023","15,538,800",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q2 2024,"Sep '23 Sep 30, 2023","14,157,185",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q1 2024,"Jun '23 Jun 30, 2023","8,980,076",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q4 2023,"Mar '23 Mar 31, 2023","8,641,563",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q3 2023,"Dec '22 Dec 31, 2022","9,250,066",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q2 2023,"Sep '22 Sep 30, 2022","8,585,763",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q1 2023,"Jun '22 Jun 30, 2022","7,672,908",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q4 2022,"Mar '22 Mar 31, 2022","7,672,073",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q3 2022,"Dec '21 Dec 31, 2021","8,974,814",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q2 2022,"Sep '21 Sep 30, 2021","8,558,441",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q1 2022,"Jun '21 Jun 30, 2021","7,056,789",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q4 2021,"Mar '21 Mar 31, 2021","4,395,531",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q3 2021,"Dec '20 Dec 31, 2020","6,046,582",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q2 2021,"Sep '20 Sep 30, 2020","7,399,892",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q1 2021,"Jun '20 Jun 30, 2020","7,538,744",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q4 2020,"Mar '20 Mar 31, 2020","4,945,299",Financials in USD,Fiscal year is April - March
ELTP,quarterly,Q3 2020,"Dec '19 Dec 31, 2019","5,055,113",Financials in USD,Fiscal year is April - March
ELTP,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is April - March
ELTP,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is April - March
ELTP,quarterly,Fiscal_Year_period,,Fiscal year is April - March,Financials in USD,Fiscal year is April - March
EMMA,annual,TTM,"Sep '24 Sep 30, 2024","20,428,000",Financials in USD,Fiscal year is January - December
EMMA,annual,FY 2023,"Dec '23 Dec 31, 2023","29,597,000",Financials in USD,Fiscal year is January - December
EMMA,annual,FY 2022,"Dec '22 Dec 31, 2022","18,390,000",Financials in USD,Fiscal year is January - December
EMMA,annual,FY 2021,"Dec '21 Dec 31, 2021","20,610,000",Financials in USD,Fiscal year is January - December
EMMA,annual,FY 2020,"Dec '20 Dec 31, 2020","23,167,000",Financials in USD,Fiscal year is January - December
EMMA,annual,FY 2019,"Dec '19 Dec 31, 2019","22,752,000",Financials in USD,Fiscal year is January - December
EMMA,annual,2018 - 2014,2018 - 2014,Upgrade,Financials in USD,Fiscal year is January - December
EMMA,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
EMMA,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q3 2024,"Sep '24 Sep 30, 2024","5,478,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q2 2024,"Jun '24 Jun 30, 2024","5,377,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q1 2024,"Mar '24 Mar 31, 2024","2,506,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q4 2023,"Dec '23 Dec 31, 2023","7,067,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q3 2023,"Sep '23 Sep 30, 2023","5,018,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q2 2023,"Jun '23 Jun 30, 2023","10,759,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q1 2023,"Mar '23 Mar 31, 2023","6,753,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q4 2022,"Dec '22 Dec 31, 2022","5,930,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q3 2022,"Sep '22 Sep 30, 2022","4,939,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q2 2022,"Jun '22 Jun 30, 2022","4,287,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q1 2022,"Mar '22 Mar 31, 2022","3,234,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q4 2021,"Dec '21 Dec 31, 2021","3,020,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q3 2021,"Sep '21 Sep 30, 2021","5,766,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q2 2021,"Jun '21 Jun 30, 2021","6,489,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q1 2021,"Mar '21 Mar 31, 2021","5,335,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q4 2020,"Dec '20 Dec 31, 2020","6,252,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q3 2020,"Sep '20 Sep 30, 2020","5,601,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q2 2020,"Jun '20 Jun 30, 2020","4,360,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q1 2020,"Mar '20 Mar 31, 2020","6,954,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,Q4 2019,"Dec '19 Dec 31, 2019","5,492,000",Financials in USD,Fiscal year is January - December
EMMA,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is January - December
EMMA,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
EMMA,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
ENZN,annual,TTM,"Sep '24 Sep 30, 2024","26,000",Financials in USD,Fiscal year is January - December
ENZN,annual,FY 2023,"Dec '23 Dec 31, 2023",-,Financials in USD,Fiscal year is January - December
ENZN,annual,FY 2022,"Dec '22 Dec 31, 2022","26,000",Financials in USD,Fiscal year is January - December
ENZN,annual,FY 2021,"Dec '21 Dec 31, 2021","701,000",Financials in USD,Fiscal year is January - December
ENZN,annual,FY 2020,"Dec '20 Dec 31, 2020","52,000",Financials in USD,Fiscal year is January - December
ENZN,annual,FY 2019,"Dec '19 Dec 31, 2019","207,000",Financials in USD,Fiscal year is January - December
ENZN,annual,2018 - 2014,2018 - 2014,Upgrade,Financials in USD,Fiscal year is January - December
ENZN,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
ENZN,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q3 2024,"Sep '24 Sep 30, 2024",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q2 2024,"Jun '24 Jun 30, 2024","26,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q1 2024,"Mar '24 Mar 31, 2024",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q4 2023,"Dec '23 Dec 31, 2023",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q3 2023,"Sep '23 Sep 30, 2023",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q2 2023,"Jun '23 Jun 30, 2023",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q1 2023,"Mar '23 Mar 31, 2023",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q4 2022,"Dec '22 Dec 31, 2022","26,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q3 2022,"Sep '22 Sep 30, 2022",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q2 2022,"Jun '22 Jun 30, 2022",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q1 2022,"Mar '22 Mar 31, 2022",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q4 2021,"Dec '21 Dec 31, 2021","29,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q3 2021,"Sep '21 Sep 30, 2021",-,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q2 2021,"Jun '21 Jun 30, 2021","291,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q1 2021,"Mar '21 Mar 31, 2021","381,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q4 2020,"Dec '20 Dec 31, 2020","34,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q3 2020,"Sep '20 Sep 30, 2020","8,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q2 2020,"Jun '20 Jun 30, 2020","8,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q1 2020,"Mar '20 Mar 31, 2020","2,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,Q4 2019,"Dec '19 Dec 31, 2019","49,000",Financials in USD,Fiscal year is January - December
ENZN,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
ENZN,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
ESGH,annual,TTM,"Sep '24 Sep 30, 2024","8,615,685",Financials in USD,Fiscal year is January - December
ESGH,annual,FY 2023,"Dec '23 Dec 31, 2023","7,452,129",Financials in USD,Fiscal year is January - December
ESGH,annual,FY 2022,"Dec '22 Dec 31, 2022","7,254,646",Financials in USD,Fiscal year is January - December
ESGH,annual,FY 2021,"Dec '21 Dec 31, 2021","6,100,520",Financials in USD,Fiscal year is January - December
ESGH,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
ESGH,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q3 2024,"Sep '24 Sep 30, 2024","2,234,549",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q2 2024,"Jun '24 Jun 30, 2024","2,509,781",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q1 2024,"Mar '24 Mar 31, 2024","2,378,281",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q4 2023,"Dec '23 Dec 31, 2023","1,886,702",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q3 2023,"Sep '23 Sep 30, 2023","518,192",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q2 2023,"Jun '23 Jun 30, 2023","3,632,544",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q1 2023,"Mar '23 Mar 31, 2023","1,808,319",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q4 2022,"Dec '22 Dec 31, 2022","1,669,382",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q3 2022,"Sep '22 Sep 30, 2022","1,669,382",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q2 2022,"Jun '22 Jun 30, 2022","1,813,406",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Q1 2022,"Mar '22 Mar 31, 2022","1,957,941",Financials in USD,Fiscal year is January - December
ESGH,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
ESGH,quarterly,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
ETST,annual,TTM,"Sep '24 Sep 30, 2024","26,893,946",Financials in USD,Fiscal year is April - March
ETST,annual,FY 2024,"Mar '24 Mar 31, 2024","11,953,635",Financials in USD,Fiscal year is April - March
ETST,annual,FY 2023,"Mar '23 Mar 31, 2023","48,537",Financials in USD,Fiscal year is April - March
ETST,annual,FY 2022,"Mar '22 Mar 31, 2022","14,123",Financials in USD,Fiscal year is April - March
ETST,annual,FY 2021,"Mar '21 Mar 31, 2021","140,902",Financials in USD,Fiscal year is April - March
ETST,annual,FY 2020,"Mar '20 Mar 31, 2020","526,139",Financials in USD,Fiscal year is April - March
ETST,annual,2019 - 2015,2019 - 2015,Upgrade,Financials in USD,Fiscal year is April - March
ETST,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is April - March
ETST,annual,Fiscal_Year_period,,Fiscal year is April - March,Financials in USD,Fiscal year is April - March
ETST,quarterly,Q2 2025,"Sep '24 Sep 30, 2024","8,519,047",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q1 2025,"Jun '24 Jun 30, 2024","8,568,918",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q4 2024,"Mar '24 Mar 31, 2024","6,015,869",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q3 2024,"Dec '23 Dec 31, 2023","3,790,112",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q2 2024,"Sep '23 Sep 30, 2023","1,927,720",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q1 2024,"Jun '23 Jun 30, 2023","219,934",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q4 2023,"Mar '23 Mar 31, 2023","46,004",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q3 2023,"Dec '22 Dec 31, 2022","2,533",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q2 2023,"Sep '22 Sep 30, 2022",-,Financials in USD,Fiscal year is April - March
ETST,quarterly,Q1 2023,"Jun '22 Jun 30, 2022",-,Financials in USD,Fiscal year is April - March
ETST,quarterly,Q4 2022,"Mar '22 Mar 31, 2022",181,Financials in USD,Fiscal year is April - March
ETST,quarterly,Q3 2022,"Dec '21 Dec 31, 2021","3,997",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q2 2022,"Sep '21 Sep 30, 2021","2,455",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q1 2022,"Jun '21 Jun 30, 2021","7,490",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q4 2021,"Mar '21 Mar 31, 2021","18,342",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q3 2021,"Dec '20 Dec 31, 2020","23,929",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q2 2021,"Sep '20 Sep 30, 2020","26,551",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q1 2021,"Jun '20 Jun 30, 2020","72,080",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q4 2020,"Mar '20 Mar 31, 2020","61,409",Financials in USD,Fiscal year is April - March
ETST,quarterly,Q3 2020,"Dec '19 Dec 31, 2019","97,447",Financials in USD,Fiscal year is April - March
ETST,quarterly,+20 Quarters,+20 Quarters,Upgrade,Financials in USD,Fiscal year is April - March
ETST,quarterly,Currency,,Financials in USD,Financials in USD,Fiscal year is April - March
ETST,quarterly,Fiscal_Year_period,,Fiscal year is April - March,Financials in USD,Fiscal year is April - March
EVFM,annual,TTM,"Sep '24 Sep 30, 2024","17,098,000",Financials in USD,Fiscal year is January - December
EVFM,annual,FY 2023,"Dec '23 Dec 31, 2023","18,218,000",Financials in USD,Fiscal year is January - December
EVFM,annual,FY 2022,"Dec '22 Dec 31, 2022","16,837,000",Financials in USD,Fiscal year is January - December
EVFM,annual,FY 2021,"Dec '21 Dec 31, 2021","8,244,000",Financials in USD,Fiscal year is January - December
EVFM,annual,FY 2020,"Dec '20 Dec 31, 2020","446,000",Financials in USD,Fiscal year is January - December
EVFM,annual,FY 2019,"Dec '19 Dec 31, 2019",-,Financials in USD,Fiscal year is January - December
EVFM,annual,2018 - 2015,2018 - 2015,Upgrade,Financials in USD,Fiscal year is January - December
EVFM,annual,Currency,,Financials in USD,Financials in USD,Fiscal year is January - December
EVFM,annual,Fiscal_Year_period,,Fiscal year is January - December,Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q3 2024,"Sep '24 Sep 30, 2024","4,496,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q2 2024,"Jun '24 Jun 30, 2024","4,160,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q1 2024,"Mar '24 Mar 31, 2024","3,603,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q4 2023,"Dec '23 Dec 31, 2023","4,839,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q3 2023,"Sep '23 Sep 30, 2023","5,112,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q2 2023,"Jun '23 Jun 30, 2023","2,458,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q1 2023,"Mar '23 Mar 31, 2023","5,809,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q4 2022,"Dec '22 Dec 31, 2022","181,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q3 2022,"Sep '22 Sep 30, 2022","6,371,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q2 2022,"Jun '22 Jun 30, 2022","6,034,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q1 2022,"Mar '22 Mar 31, 2022","4,251,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q4 2021,"Dec '21 Dec 31, 2021","3,570,000",Financials in USD,Fiscal year is January - December
EVFM,quarterly,Q3 2021,"Sep '21 Sep 30, 2021","1,712,000",Financials in USD,Fiscal year is January - December
